City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
77,chengde,40.9725,117.9361,12.82,66,21,0.84,CN,1712955630
78,bengkulu,-3.8004,102.2655,24.68,93,100,1.56,ID,1712955630
79,kyakhta,50.3508,106.4494,1.44,79,86,2.87,RU,1712955631
80,owando,-0.4819,15.8999,23.37,95,100,1.3,CG,1712955631
81,mbandaka,0.0487,18.2603,22.85,93,100,0.49,CD,1712955631
82,bardai,11.65,7.2333,30.74,18,100,0.78,NG,1712955631
83,atafu village,-8.5421,-172.5159,29.81,74,100,3.99,TK,1712955632
84,longyearbyen,78.2186,15.6401,-10.09,52,0,8.75,SJ,1712955632
85,enewetak,11.3474,162.3373,27.03,79,98,8.42,MH,1712955632
86,maymana,35.9214,64.7836,12.87,87,100,3.35,AF,1712955632
87,puerto baquerizo moreno,-0.9,-89.6,30.55,62,40,5.66,EC,1712955633
88,invercargill,-46.4,168.35,7.23,96,86,0.45,NZ,1712955633
89,romanovka,51.7443,42.7527,12.12,66,61,4.32,RU,1712955633
90,vila franca do campo,37.7167,-25.4333,18.27,99,95,1.68,PT,1712955633
91,semporna,4.4818,118.6112,25.26,88,43,1.01,MY,1712955599
92,haiku-pauwela,20.9219,-156.3051,26.79,78,75,2.68,US,1712955634
93,mendota,36.7536,-120.3816,30.15,22,23,5.32,US,1712955634
94,port mathurin,-19.6833,63.4167,26.74,72,83,7.21,MU,1712955634
95,richards bay,-28.783,32.0377,18.48,74,65,2.27,ZA,1712955634
96,shenkursk,62.1091,42.896,-0.55,93,100,4.02,RU,1712955635
97,laojunmiao,39.8333,97.7333,11.39,18,84,3.93,CN,1712955635
98,gadzhiyevo,69.2551,33.3362,-7.57,94,90,2.92,RU,1712955635
99,fresnillo,23.1667,-102.8833,25.46,15,100,6.25,MX,1712955636
100,al jawf,29.5,38.75,21.68,29,6,3.91,SA,1712955636
101,tuy hoa,13.0833,109.3,23.65,96,100,0.67,VN,1712955636
102,liman,48.9884,37.8023,15.27,46,81,3.31,UA,1712955636
103,anacapri,40.5558,14.2136,19.99,68,0,2.06,IT,1712955637
104,karmaskaly,54.3709,56.1837,9.95,77,100,2.99,RU,1712955637
105,harper,4.375,-7.7169,27.86,82,71,3.51,LR,1712955637
106,egilsstadir,65.2653,-14.3948,-2.05,100,100,8.23,IS,1712955637
107,hamilton,39.1834,-84.5333,14.78,80,75,8.23,US,1712955638
108,matehuala,23.65,-100.65,23.78,22,100,5.45,MX,1712955638
109,witu,-2.3889,40.4382,27.4,89,57,3.11,KE,1712955638
110,tiksi,71.6872,128.8694,-18.89,86,100,9.43,RU,1712955638
111,lazaro cardenas,17.9583,-102.2,31.26,50,80,6.31,MX,1712955639
112,praia da vitoria,38.7333,-27.0667,17.64,88,75,4.73,PT,1712955639
113,mossel bay,-34.1831,22.146,11.96,72,100,5.32,ZA,1712955639
114,queenstown,-31.8976,26.8753,7.72,74,100,1.74,ZA,1712955640
115,malango,-2.9627,119.9001,20.07,99,100,0.32,ID,1712955640
116,tanjung pinang,0.9167,104.45,26.02,84,100,2.91,ID,1712955640
117,yeppoon,-23.1333,150.7333,19.88,80,0,4.87,AU,1712955640
118,baloda bazar,21.6667,82.1667,26.59,48,33,1.86,IN,1712955641
119,richland,40.7834,-82.5499,11.72,84,100,4.02,US,1712955641
120,corner brook,48.9667,-57.9484,9.09,81,100,5.78,CA,1712955641
121,coquimbo,-29.9533,-71.3436,16.85,72,0,5.14,CL,1712955641
122,port shepstone,-30.7414,30.455,16.48,75,12,4.11,ZA,1712955642
123,papatowai,-46.5619,169.4708,8.31,81,68,1.32,NZ,1712955642
124,nyurba,63.2842,118.3319,-30.81,100,90,0.84,RU,1712955642
125,cabo san lucas,22.8909,-109.9124,28.12,63,100,3.13,MX,1712955574
126,thompson,55.7435,-97.8558,1.09,64,75,2.06,CA,1712955643
127,blackmans bay,-43.0167,147.3167,14.07,76,95,2.5,AU,1712955643
128,vadso,70.0744,29.7487,1.09,80,100,6.69,NO,1712955643
129,guerrero negro,27.9769,-114.0611,22.84,46,5,5.92,MX,1712955643
130,mount gambier,-37.8333,140.7667,9.95,85,7,1.63,AU,1712955644
131,onguday,50.75,86.15,-4.02,62,91,1.33,RU,1712955644
132,qaqortoq,60.7167,-46.0333,-3.14,74,100,1.15,GL,1712955644
133,elliot lake,46.3834,-82.6331,2.33,94,100,9.47,CA,1712955641
134,port moresby,-9.4431,147.1797,25.21,81,79,1.86,PG,1712955645
135,awjilah,29.1081,21.2869,22.88,19,0,3.98,LY,1712955645
136,la'ie,21.6477,-157.9253,25.98,85,96,2.68,US,1712955645
137,afaahiti,-17.75,-149.2833,28.93,83,100,12.03,PF,1712955645
138,hadibu,12.65,54.0333,27.32,78,13,2.12,YE,1712955646
139,saipan,15.1355,145.701,26.7,80,72,8.11,MP,1712955646
140,hasaki,35.7333,140.8333,11.27,77,84,7.85,JP,1712955646
141,sinabang,2.4803,96.3801,26.61,84,100,0.67,ID,1712955646
142,chui,-33.6971,-53.4616,18.25,68,99,5.13,UY,1712955647
143,lukolela,-1.0605,17.1821,22.99,86,100,1.57,CD,1712955647
144,pemba,-12.974,40.5178,27.39,78,75,6.17,MZ,1712955647
145,riohacha,11.5444,-72.9072,31.06,66,0,8.23,CO,1712955648
146,ulladulla,-35.35,150.4667,14.8,90,24,2.7,AU,1712955648
147,sinop,41.7711,34.8709,9.73,89,7,1.68,TR,1712955648
148,port lincoln,-34.7333,135.8667,14.26,65,61,2.21,AU,1712955649
149,champerico,14.3,-91.9167,37.3,66,9,6.03,GT,1712955649
150,onega,63.9061,38.1404,-2.27,89,96,2.0,RU,1712955649
151,udachny,66.4167,112.4,-23.64,90,52,2.21,RU,1712955649
152,villa bruzual,9.3328,-69.1208,38.9,21,100,1.34,VE,1712955650
153,san juan de uraba,8.7592,-76.5297,30.21,72,99,4.85,CO,1712955650
154,rajaori,33.3833,74.3,18.42,30,99,2.88,IN,1712955650
155,shimoda,34.6667,138.95,13.39,84,100,5.97,JP,1712955650
156,ust-nera,64.5667,143.2,-3.65,95,98,2.34,RU,1712955651
157,bodo,67.28,14.405,6.02,93,100,7.72,NO,1712955651
158,los andes,-32.8337,-70.5983,21.11,34,89,2.88,CL,1712955651
159,colonia,50.9333,6.95,17.68,79,0,2.57,DE,1712955609
160,krutinka,56.0055,71.5113,3.72,93,100,5.08,RU,1712955652
161,manta,-0.95,-80.7333,29.88,70,40,5.14,EC,1712955652
162,nemuro,43.3236,145.575,4.05,97,26,3.1,JP,1712955652
163,asau,46.4333,26.4,11.51,72,32,1.62,RO,1712955652
164,georgetown,5.4112,100.3354,27.96,89,20,1.03,MY,1712955653
165,kingston,17.997,-76.7936,32.87,65,20,7.2,JM,1712955622
166,syumsi,57.1111,51.6149,6.23,93,100,2.48,RU,1712955653
167,manaure,11.7751,-72.4445,32.6,49,61,10.0,CO,1712955653
168,mizan teferi,6.9833,35.5833,18.57,82,42,1.44,ET,1712955654
169,tierralta,8.1736,-76.0592,32.66,62,94,3.23,CO,1712955654
170,shepetivka,50.1855,27.0637,12.3,82,100,1.97,UA,1712955654
171,changyon,38.2508,125.0961,10.81,85,2,1.11,KP,1712955654
172,kavaratti,10.5669,72.642,29.39,66,11,2.45,IN,1712955655
173,pontes e lacerda,-15.2261,-59.3353,26.43,87,100,0.45,BR,1712955655
174,general conesa,-40.1,-64.4333,10.46,85,100,1.99,AR,1712955655
175,itoman,26.1247,127.6694,23.01,88,100,5.14,JP,1712955656
176,miguel ahumada,30.6167,-106.5167,28.31,9,100,9.85,MX,1712955656
177,arkhangel'sk,64.5401,40.5433,-1.94,74,75,4.0,RU,1712955656
178,canutama,-6.5339,-64.3831,26.42,94,87,1.31,BR,1712955656
179,lihue,21.9789,-159.3672,27.58,81,33,4.85,US,1712955657
180,jaisalmer,26.9147,70.9181,30.7,28,100,3.78,IN,1712955657
181,butterworth,5.3991,100.3638,28.02,89,20,1.03,MY,1712955657
182,dzuunmod,48.2199,97.3744,-3.42,97,100,2.63,MN,1712955658
183,jamestown,42.097,-79.2353,7.79,96,100,8.75,US,1712955532
184,keflavik,64.0049,-22.5624,1.95,80,20,9.26,IS,1712955658
185,sanski most,44.7653,16.6656,14.19,85,44,1.02,BA,1712955659
186,wau,7.7029,27.9953,30.14,13,76,1.45,SS,1712955659
187,ujae,8.9322,165.7642,27.52,74,100,9.1,MH,1712955659
188,tromso,69.6496,18.957,4.01,81,75,5.14,NO,1712955659
189,nova vicosa,-17.8919,-39.3719,26.72,79,4,4.7,BR,1712955660
190,morbi,22.8167,70.8333,26.22,68,57,6.66,IN,1712955660
191,vila velha,-20.3297,-40.2925,29.98,87,20,4.12,BR,1712955364
192,zhanaozen,43.3,52.8,12.41,28,2,3.51,KZ,1712955660
193,azna,33.6095,48.9307,7.09,60,0,2.48,IR,1712955661
194,nantucket,41.2835,-70.0995,12.06,96,100,9.26,US,1712955661
195,yelets,52.6237,38.5017,13.36,56,51,7.38,RU,1712955661
196,howard springs,-12.497,131.047,25.95,83,75,2.66,AU,1712955661
197,antofagasta,-23.65,-70.4,18.52,84,77,4.34,CL,1712955194
198,nadym,65.5333,72.5167,-1.69,96,100,4.59,RU,1712955662
199,crane,31.3974,-102.3501,28.36,14,100,12.15,US,1712955662
200,stanley,54.868,-1.6985,10.84,85,40,2.57,GB,1712955662
201,lompoc,34.6391,-120.4579,19.88,64,100,6.17,US,1712955663
202,sawakin,19.1059,37.3321,25.62,59,99,3.52,SD,1712955663
203,zheshart,62.0731,49.5733,0.6,86,98,3.78,RU,1712955663
204,sinan,34.8262,126.1086,10.06,81,4,2.5,KR,1712955663
205,magadan,59.5667,150.8,-4.46,89,9,1.79,RU,1712955664
206,petropavlovsk-kamchatsky,53.0452,158.6483,-0.67,93,75,2.0,RU,1712955664
207,keminmaa,65.8596,24.8228,0.87,86,100,2.06,FI,1712955664
208,severo-vostotchnyi bank,39.4112,49.2479,10.95,64,20,1.25,AZ,1712955665
209,den burg,53.0542,4.7972,13.87,85,100,7.72,NL,1712955665
210,whitehorse,60.7161,-135.0538,4.43,32,75,8.75,CA,1712955665
211,talnakh,69.4865,88.3972,-16.31,78,100,6.15,RU,1712955665
212,jaguaruna,-28.615,-49.0256,20.84,92,100,5.29,BR,1712955666
213,cuenca,-2.8833,-78.9833,23.07,38,75,6.17,EC,1712955666
214,maamba,-17.3667,27.15,20.04,85,91,1.26,ZM,1712955666
215,taytay,14.5678,121.1394,27.73,74,20,1.03,PH,1712955666
216,chonchi,-42.6128,-73.8092,16.56,57,0,1.41,CL,1712955667
217,porto novo,6.4965,2.6036,29.9,80,100,3.04,BJ,1712955667
218,saldanha,-33.0117,17.9442,15.03,68,7,5.27,ZA,1712955667
219,hawaiian paradise park,19.5933,-154.9731,23.35,92,100,0.45,US,1712955667
220,vilyuchinsk,52.9306,158.4028,0.15,90,62,1.3,RU,1712955668
221,dzhangala,49.2167,50.3333,15.84,76,98,4.34,KZ,1712955668
222,zayed city,24.3768,54.589,27.08,50,0,3.09,AE,1712955668
223,zaozersk,69.4005,32.4476,-6.55,97,97,1.96,RU,1712955668
224,cidreira,-30.1811,-50.2056,20.85,90,100,8.76,BR,1712955669
225,port hope,43.9408,-82.7127,7.34,81,100,11.83,US,1712955669
226,tofol,5.3248,163.0078,27.21,83,100,4.34,FM,1712955669
227,tahe,52.3333,124.7333,-0.42,89,89,1.71,CN,1712955669
228,dera bugti,29.0307,69.151,26.46,36,100,2.71,PK,1712955670
229,quellon,-43.1167,-73.6167,12.32,69,0,3.86,CL,1712955670
230,merritt,50.1123,-120.7942,15.18,33,99,1.34,CA,1712955663
231,rikaze,29.25,88.8833,5.27,41,90,1.5,CN,1712955670
232,west island,-12.1568,96.8225,25.99,94,49,2.57,CC,1712955671
233,bhimavaram,16.5333,81.5333,24.68,90,1,1.77,IN,1712955671
234,chunskiy,56.0815,99.6342,-4.62,73,56,4.0,RU,1712955671
235,callao,-12.0667,-77.15,24.16,69,0,6.69,PE,1712955672
236,port alfred,-33.5906,26.891,15.75,72,85,2.98,ZA,1712955672
237,puerto ayora,-0.7393,-90.3518,28.98,92,57,4.02,EC,1712955672
238,pariaman,-0.619,100.12,26.03,85,100,1.78,ID,1712955672
239,yuzhno-kurilsk,44.0306,145.8556,4.65,76,98,1.86,RU,1712955673
240,bishkul,54.7803,69.1033,7.19,93,0,6.0,KZ,1712955673
241,al kharijah,25.4514,30.5464,22.04,25,99,4.35,EG,1712955673
242,shache,38.4167,77.2406,17.62,14,100,2.51,CN,1712955673
243,nargund,15.7167,75.3833,28.96,46,10,1.97,IN,1712955674
244,kongsvinger,60.1905,11.9977,8.37,96,54,2.01,NO,1712955674
245,vilyuysk,63.7553,121.6247,-30.56,100,91,0.89,RU,1712955675
246,arauca,7.0847,-70.7591,34.98,38,20,1.03,CO,1712955547
247,nunchritz,51.2999,13.3856,16.78,88,100,3.67,DE,1712955675
248,conde,-7.2597,-34.9075,28.7,79,20,3.6,BR,1712955675
249,gamba,-2.65,10.0,25.89,88,100,0.84,GA,1712955676
250,zhezqazghan,47.7833,67.7667,6.76,37,62,2.04,KZ,1712955676
251,el nido,11.1858,119.3956,26.72,81,87,1.7,PH,1712955676
252,suva,-18.1416,178.4415,27.71,78,20,0.0,FJ,1712955377
253,crucecita,-28.95,-58.9833,20.19,89,100,3.61,AR,1712955677
254,soe,-9.8607,124.284,17.03,98,82,1.61,ID,1712955677
255,constantia,44.1833,28.65,15.39,63,6,4.39,RO,1712955677
256,port elizabeth,-33.918,25.5701,12.95,88,0,1.54,ZA,1712955615
257,antsiranana,-12.2787,49.2917,25.8,91,55,3.05,MG,1712955678
258,pathein,16.7833,94.7333,27.02,74,1,3.77,MM,1712955678
259,salmas,38.1973,44.7653,9.72,53,0,1.4,IR,1712955678
260,aksuat,48.7167,83.7,-1.21,54,70,2.53,KZ,1712955679
261,illizi,26.4833,8.4667,18.89,33,0,6.93,DZ,1712955679
262,san luis de la loma,17.2706,-100.8939,33.0,45,1,5.64,MX,1712955679
263,broome,42.2506,-75.833,11.67,86,100,6.18,US,1712955680
264,karratha,-20.7377,116.8463,25.33,77,0,2.18,AU,1712955680
265,susuman,62.7833,148.1667,-12.23,97,70,1.79,RU,1712955680
266,beroroha,-21.6667,45.1667,20.92,66,5,1.94,MG,1712955681
267,utrik,11.2278,169.8474,26.63,80,46,9.01,MH,1712955681
268,constitucion,-35.3333,-72.4167,15.25,69,83,3.2,CL,1712955681
269,zeliezovce,48.0508,18.6542,13.98,68,74,1.45,SK,1712955681
270,ust'-kulom,61.6864,53.6902,1.52,97,85,3.17,RU,1712955682
271,bintulu,3.1667,113.0333,27.23,94,40,1.03,MY,1712955682
272,ingeniero guillermo n. juarez,-23.9,-61.85,16.85,94,100,2.78,AR,1712955682
273,port blair,11.6667,92.75,27.37,80,4,1.61,IN,1712955683
274,kenai,60.5544,-151.2583,4.05,76,20,6.17,US,1712955608
275,tosontsengel,48.7567,98.2839,-0.6,78,100,4.5,MN,1712955683
276,nogliki,51.8333,143.1667,-0.92,97,100,1.79,RU,1712955683
277,upper sandusky,40.8273,-83.2813,12.49,78,100,12.46,US,1712955683
278,katsuura,35.1333,140.3,14.65,84,98,7.58,JP,1712955684
279,kuta,-8.7233,115.1723,25.97,94,75,3.13,ID,1712955684
280,remire-montjoly,4.9167,-52.2667,29.02,74,75,6.69,GF,1712955684
281,caconda,-13.7333,15.0667,17.28,94,100,4.01,AO,1712955684
282,al jadid,27.05,14.4,23.31,24,21,5.28,LY,1712955685
283,ribeira brava,32.65,-17.0667,23.96,37,23,3.6,PT,1712955685
284,salaqi,40.5414,110.5108,16.36,26,100,4.06,CN,1712955685
285,scottburgh,-30.2867,30.7532,16.06,75,6,4.07,ZA,1712955685
286,hermanus,-34.4187,19.2345,14.33,75,46,6.07,ZA,1712955686
287,sungai penuh,-2.0833,101.3833,19.24,96,100,1.25,ID,1712955686
288,broken hill,-31.95,141.4333,10.99,61,42,3.79,AU,1712955686
289,vernon,50.2581,-119.2691,16.8,41,100,1.03,CA,1712955608
290,madalena,41.2162,-8.3345,19.75,67,83,0.65,PT,1712955687
291,bamboo flat,11.7,92.7167,26.82,80,3,1.5,IN,1712955687
292,cooper's town,26.8667,-77.5167,22.66,66,6,3.73,BS,1712955687
293,inhambane,-23.865,35.3833,22.01,72,95,2.87,MZ,1712955687
294,patterson,37.4716,-121.1297,24.54,48,67,5.14,US,1712955688
295,saint-philippe,-21.3585,55.7679,26.77,87,81,2.01,RE,1712955688
296,belmonte,-15.8631,-38.8828,26.47,80,49,3.61,BR,1712955688
297,karkira,36.9292,6.5856,11.64,81,58,1.74,DZ,1712955688
298,chibougamau,49.9168,-74.3659,8.79,100,100,5.14,CA,1712955689
299,flying fish cove,-10.4217,105.6791,26.82,83,40,4.63,CX,1712955689
